Story Heading,Story Excerpt,Section,Date,Source
KP reports first polio case of 2020,ISLAMABAD: Ahead of a national immunisation campaign in February the first case of polio in the year 2020 has been...,Pakistan,21-1-2020,dawn
KP reports first polio case of 2020,ISLAMABAD: Ahead of a national immunisation campaign in February the first case of polio in the year 2020 has been...,Pakistan,21-1-2020,dawn
Duty-free wheat import by private party allowed,ECC okays import of 300000 tonnes of food staple to ease price hike.,Pakistan,21-1-2020,dawn
Duty-free wheat import by private party allowed,ECC okays import of 300000 tonnes of food staple to ease price hike.,Pakistan,21-1-2020,dawn
In a first former bureaucrat picked as CEC,Bipartisan parliamentary panel names Nisar Durrani and Shah Mohammad Jatoi as ECP members from Sindh ...,Pakistan,22-1-2020,dawn
In a first former bureaucrat picked as CEC,Bipartisan parliamentary panel names Nisar Durrani and Shah Mohammad Jatoi as ECP members from Sindh ...,Pakistan,22-1-2020,dawn
Real estate still attractive place to park grey money: FBR chief,Demand for tax exemption on local sales of export-oriented sector not justifiable says Shabbar Zaidi.,Pakistan,22-1-2020,dawn
Real estate still attractive place to park grey money: FBR chief,Demand for tax exemption on local sales of export-oriented sector not justifiable says Shabbar Zaidi.,Pakistan,22-1-2020,dawn
Ex-principal secretary to Nawaz granted bail,NAB sources say the Lahore High Court's decision will be challenged before the Supreme Court.,Pakistan,22-1-2020,dawn
Ex-principal secretary to Nawaz granted bail,NAB sources say the Lahore High Court's decision will be challenged before the Supreme Court.,Pakistan,22-1-2020,dawn
SC ignores request to overturn SHC order against PIA chief,Apex court resents appointment of 10 other PAF officers in national flag carrier on deputation,Pakistan,22-1-2020,dawn
SC ignores request to overturn SHC order against PIA chief,Apex court resents appointment of 10 other PAF officers in national flag carrier on deputation,Pakistan,22-1-2020,dawn
Blacklisted firms got CPEC project contracts says Wells,The US diplomat insists Pakistan's debt burden is growing due to Chinese funding.,Pakistan,22-1-2020,dawn
Blacklisted firms got CPEC project contracts says Wells,The US diplomat insists Pakistan's debt burden is growing due to Chinese funding.,Pakistan,22-1-2020,dawn
US has never been this close to Pakistan: Trump,"""Islamabad and Washington are on the same page on Afghanistan"" says Imran prior to meeting Trump.",Pakistan,22-1-2020,dawn
US has never been this close to Pakistan: Trump,"""Islamabad and Washington are on the same page on Afghanistan"" says Imran prior to meeting Trump.",Pakistan,22-1-2020,dawn
Trump to visit Pakistan soon says Qureshi,Imran asks for US leader’s support to meet FATF requirements,Pakistan,23-1-2020,dawn
Trump to visit Pakistan soon says Qureshi,Imran asks for US leader’s support to meet FATF requirements,Pakistan,23-1-2020,dawn
Ministry issues alert about deadly virus,KARACHI: As death toll from a deadly virus detected in China rose sharply authorities in Pakistan issued an alert ...,Pakistan,27-1-2020,dawn
Ministry issues alert about deadly virus,KARACHI: As death toll from a deadly virus detected in China rose sharply authorities in Pakistan issued an alert ...,Pakistan,27-1-2020,dawn
Team led by FIA chief tasked to probe wheat flour crisis,ISLAMABAD: Amid an ongoing wheat flour crisis Prime Minister Imran Khan ordered a high-level inquiry on Wednesday ...,Pakistan,23-1-2020,dawn
Team led by FIA chief tasked to probe wheat flour crisis,ISLAMABAD: Amid an ongoing wheat flour crisis Prime Minister Imran Khan ordered a high-level inquiry on Wednesday ...,Pakistan,23-1-2020,dawn
Beijing warns Washington against efforts to spoil Pak-China ties,US told to let Pakistanis decide whether or not CPEC suits them instead of judging by itself.,Pakistan,23-1-2020,dawn
Beijing warns Washington against efforts to spoil Pak-China ties,US told to let Pakistanis decide whether or not CPEC suits them instead of judging by itself.,Pakistan,23-1-2020,dawn
PM wants UN US to prevent tensions in South Asia,Says Pakistan on path to growth after tough economic period,Pakistan,23-1-2020,dawn
PM wants UN US to prevent tensions in South Asia,Says Pakistan on path to growth after tough economic period,Pakistan,23-1-2020,dawn
Corrupt system biggest challenge in way of reforms: PM,Merkel invites Imran to visit Germany,Pakistan,24-1-2020,dawn
Corrupt system biggest challenge in way of reforms: PM,Merkel invites Imran to visit Germany,Pakistan,24-1-2020,dawn
CPEC initiative Pakistan’s sovereign right US told,Planning foreign ministries issue guarded reactions to comments by Alice Wells,Pakistan,24-1-2020,dawn
CPEC initiative Pakistan’s sovereign right US told,Planning foreign ministries issue guarded reactions to comments by Alice Wells,Pakistan,24-1-2020,dawn
Performing Haj to be costlier this year,ISLAMABAD: The Sen­ate Standing Committee on Religious Affairs was inf­ormed on Thursday that the cost of...,Pakistan,24-1-2020,dawn
Performing Haj to be costlier this year,ISLAMABAD: The Sen­ate Standing Committee on Religious Affairs was inf­ormed on Thursday that the cost of...,Pakistan,24-1-2020,dawn
Pakistan falls three spots on corruption perception index,Transparency International wants check on big money playing a role in financing of political parties,Pakistan,24-1-2020,dawn
Pakistan falls three spots on corruption perception index,Transparency International wants check on big money playing a role in financing of political parties,Pakistan,24-1-2020,dawn
PML-N sees political change beginning from Punjab,PTI’s internal strife ally’s demands row with bureaucracy threaten govt.,Pakistan,25-1-2020,dawn
PML-N sees political change beginning from Punjab,PTI’s internal strife ally’s demands row with bureaucracy threaten govt.,Pakistan,25-1-2020,dawn
UK upgrades travel advisory for Pakistan,Updated advisory allows road trips to country’s north Kalash and Bamboret valleys,Pakistan,25-1-2020,dawn
UK upgrades travel advisory for Pakistan,Updated advisory allows road trips to country’s north Kalash and Bamboret valleys,Pakistan,25-1-2020,dawn
Promotion rules challenged ahead of CSB meeting,The IHC issues notices to the Establishment Division and also sought assistance from the attorney general.,Pakistan,25-1-2020,dawn
Promotion rules challenged ahead of CSB meeting,The IHC issues notices to the Establishment Division and also sought assistance from the attorney general.,Pakistan,25-1-2020,dawn
Govt rejects TI report as biased planted,PPP says even PTI ministers and leaders are levelling allegations of corruption against party’s federal...,Pakistan,25-1-2020,dawn
Govt rejects TI report as biased planted,PPP says even PTI ministers and leaders are levelling allegations of corruption against party’s federal...,Pakistan,25-1-2020,dawn
Buzdar reaches out to disgruntled MPAs,Prime Minister Imran Khan is expected to visit Lahore today to review the situation in Punjab.,Pakistan,26-1-2020,dawn
Buzdar reaches out to disgruntled MPAs,Prime Minister Imran Khan is expected to visit Lahore today to review the situation in Punjab.,Pakistan,26-1-2020,dawn
Tally for polio cases in 2020 rises to four,The immunity gap that emerged in Pakistan in 2019 should be plugged through three nationwide campaigns says official.,Pakistan,26-1-2020,dawn
Tally for polio cases in 2020 rises to four,The immunity gap that emerged in Pakistan in 2019 should be plugged through three nationwide campaigns says official.,Pakistan,26-1-2020,dawn
Deadly virus accelerating warns Chinese president,Beijing will suspend long-distance buses entering and leaving the capital of 20 million from Sunday.,Pakistan,26-1-2020,dawn
Deadly virus accelerating warns Chinese president,Beijing will suspend long-distance buses entering and leaving the capital of 20 million from Sunday.,Pakistan,26-1-2020,dawn
Embassy in Beijing says 500 Pakistani students in Wuhan,Two people suspected of having contracted coronavirus have been admitted to Nishtar Hospital in Multan.,Pakistan,27-1-2020,dawn
Embassy in Beijing says 500 Pakistani students in Wuhan,Two people suspected of having contracted coronavirus have been admitted to Nishtar Hospital in Multan.,Pakistan,27-1-2020,dawn
PM moves SC against order on PTI membership,Party’s foreign funding controversy deepens as Imran questions ECP declaration on dissident,Pakistan,26-1-2020,dawn
PM moves SC against order on PTI membership,Party’s foreign funding controversy deepens as Imran questions ECP declaration on dissident,Pakistan,26-1-2020,dawn
Toying with death,Landmines IEDs and other unexploded ordnances pose a threat to the people of the tribal districts — particularly ...,Pakistan,27-1-2020,dawn
Toying with death,Landmines IEDs and other unexploded ordnances pose a threat to the people of the tribal districts — particularly ...,Pakistan,27-1-2020,dawn
Govt inaction on warnings about shortage caused wheat flour crisis,A crisis had already begun to brew as far back as May last year when authorities were told of a possible wheat shortage.,Pakistan,27-1-2020,dawn
Govt inaction on warnings about shortage caused wheat flour crisis,A crisis had already begun to brew as far back as May last year when authorities were told of a possible wheat shortage.,Pakistan,27-1-2020,dawn
Three KP ministers fired for ‘plotting’ against CM,PESHAWAR: While the ruling Pakistan Tehreek-i-Insaf (PTI) is still struggling to keep the coalition governments...,Pakistan,27-1-2020,dawn
Three KP ministers fired for ‘plotting’ against CM,PESHAWAR: While the ruling Pakistan Tehreek-i-Insaf (PTI) is still struggling to keep the coalition governments...,Pakistan,27-1-2020,dawn
‘Organised mafia’ trying to forestall change: Imran,"Imran asks the Punjab govt to eliminate the ""political disconnect"" between elected representatives and the bureaucracy.",Pakistan,27-1-2020,dawn
‘Organised mafia’ trying to forestall change: Imran,"Imran asks the Punjab govt to eliminate the ""political disconnect"" between elected representatives and the bureaucracy.",Pakistan,27-1-2020,dawn
Many cabinet members worried about inflation: PM,"""We will not spare those who have created inflation only to mint money"" says Imran.",Pakistan,28-1-2020,dawn
Many cabinet members worried about inflation: PM,"""We will not spare those who have created inflation only to mint money"" says Imran.",Pakistan,28-1-2020,dawn
Govt devises plan to combat coronavirus as students send SOS,Pakistani students studying in Wuhan have demanded the govt make efforts to rescue them.,Pakistan,28-1-2020,dawn
Govt devises plan to combat coronavirus as students send SOS,Pakistani students studying in Wuhan have demanded the govt make efforts to rescue them.,Pakistan,28-1-2020,dawn
Mystery over crash of US military aircraft in Afghanistan,Taliban spokesman claims the plane was brought down by militants,Pakistan,28-1-2020,dawn
Mystery over crash of US military aircraft in Afghanistan,Taliban spokesman claims the plane was brought down by militants,Pakistan,28-1-2020,dawn
No govt dept more corrupt than railways: SC,CJP-led bench summons minister top officers of Pakistan Railways to explain losses falling standards.,Pakistan,28-1-2020,dawn
No govt dept more corrupt than railways: SC,CJP-led bench summons minister top officers of Pakistan Railways to explain losses falling standards.,Pakistan,28-1-2020,dawn
Politics-sugar barons nexus shortchanges consumer farmer,Sweetener industry is helped by favourable govt policies that restrict competition and reward uncompetitive practices.,Pakistan,29-1-2020,dawn
Politics-sugar barons nexus shortchanges consumer farmer,Sweetener industry is helped by favourable govt policies that restrict competition and reward uncompetitive practices.,Pakistan,29-1-2020,dawn
